objectid,Thumbnail,Character,Unit,Merch Type,Preorder,Purchased From,Title,Collab,In-Game Event,Quantity,Tags,Pictures,Auto-Tags,Color
1072,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97ppmR3JoZGDoJ7_9v50_7XRDkp1sonvxfp-D_DBe5Gkr5J-mlCCbpGfPehsLZP1Vd4gFWqUtXN_81fdDHU-cblG1GtiJE4EM67dr8XtccQOEX4l34g_3EE7clxYfxBkYUhI33AupxZOB3vmXrFyXHKi7fwsj1_BsO8NXTFCvZhX57Tbnrk1AOe5nfbUT-26Xq0Xcas,"Kanade Yoisaki, Mizuki Akiyama, Luka Megurine (Nightcord at 25:00), Ena Shinonome, Mafuyu Asahina",Nightcord at 25:00,Flat - Poster,false,"Gamers, Animate","""Kanadetomosusora / Saisei"" [First Press]",,,1,cd-benefit,"https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94Ij9mYznSBmlTXBVfEq4yNoYFQZmqAZUonQczpnTx4j23h-fn5LrRTXLxRfJCcQRNVAhTe6CKpkmaOevv33O0xjFFyVQj7-mKyw2BEIwhaCICNBJNDWdAqqQb94j4YWo-dgSF1k72xn4MvgvOGGZHweCKtRzeDa4o6SsczcqE8sGRH9VzZcBLRjq6W1p1y1Qi1FfYk,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96zpx40TXZkcp3mUHCTQiUnTWjAZBWAVLxFASLCooUTcpev9qxNoZfFoYwKfxccrWgVIhHDInfPl9vNyOIR-9lHWY-maB-7wW_KsryFryl-iERKvJ-XbtJP0ROlx5_2WtAmxBo4DpaPUOql3Vm2iAwRkLcGgoL7-DrX0mFBI_RqbsRmjpoUdyn7WOzPMGoxeBDQXPJ1,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94tdkmvpZvnHB6NmMWiTfC5MChKGbrTu3djpqFZ2khR7YrTqKdU_BFiHDvoanTAX8X1zMFLBwnzQ1mYW4ATngxz2qvUM14GeZhMjBpkUbQLgafJfS0DuuEB7b4R97vImtwcUNxEL8NTLrZ8s4k2osqOS2xpPwqcmNyTkNQs-7zca9DOyo3uuLci9g-BedFkRq5s40JV",kanade-yoisaki mizuki-akiyama luka-megurine virtual-singer luka-megurine-nightcord-at-25 ena-shinonome mafuyu-asahina nightcord-at-25 nightcord niigo gamers animate flat poster,"#884499"
1073,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv974RbHE_fWGro6UBRAMoKhwIShlTkXFS206fCneSw_2dzSMOOqeNvMWmQ9_eE4o9SRr90K52u7yo4ANZcTBmUxYbIM8iaKfVxNc18Qq8OlQNPnxgY0Y3dISbp_sbBkJaw7qKAwh0Ek3gFfiEYUh0zOLD7QGW_odsphJ9TCpWsNVlGQ3Flh2fHFDC2mR_Fem8u4qLTCa,Kanade Yoisaki,Nightcord at 25:00,Badge - Can (Benefit),false,Gamers,"""Kanadetomosusora / Saisei"" [First Press]",,,1,cd-benefit,,kanade-yoisaki nightcord-at-25 nightcord niigo gamers can badge button pin can-badge can-button can-pin cd-extra cd-benefit,"#BB6588"
1074,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94COsqXpLAfNyA9ub0Ik3EIpT3wlKVZJVxX7eQb1BuwGkBcNdr9nHsQc8K7dhOATZManuU0p9rkmIHyCEgabhrnqrrFHObwm3vwGuWDYuJrWt0fu49aYwdLoQAf_X_3cVsU5RkS3gzjNZcF99gmMmekoT1hQuZRltU1oTXHB0VznvyC-RkLt3oYcTdsOYEPudQtUhde,Mizuki Akiyama,Nightcord at 25:00,Badge - Can (Benefit),false,,"""Kanadetomosusora / Saisei"" [First Press]",,,1,cd-benefit,,mizuki-akiyama nightcord-at-25 nightcord niigo can badge button pin can-badge can-button can-pin cd-extra cd-benefit,"#E4A8CA"
1075,https://mementoserver-hrd.appspot.com/blob/get?uid=6209521312071680&lib=base64I0N0VVZQeTdkeW55eWI%2BRmNTdFA%3D,"Toya Aoyagi, Len Kagamine (Vivid BAD SQUAD), Akito Shinonome, An Shiraishi, Kohane Azusawa",Vivid BAD SQUAD,Trading Cards - Weiss Schwarz,false,Animate,"""Beat Eater / Awake Now"" [First Press]",,,1,cd-benefit,,toya-aoyagi len-kagamine virtual-singer len-kagamine-vivid-bad-squad akito-shinonome an-shiraishi kohane-azusawa vivid-bad-squad vbs viviba animate tcg cards weiss weiss-schwarz trading-cards,"#EE1166"
1076,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94DabF_WyIIzc2greSBQrvsj-ERM3KKYzMTtxpZb0nbCdZqy8hGVsCq8IPc2LF4Xvy_lj0vuLYt9kCbrgfxv-aNGTb0pjbwuS1uUlfzUjlk8xITo4ixHkFJkFhQwkBQ-7WkkrmMVJ0PL50fMhJwnTG2YyheFfpKR1U6MoBjdOWaw72boKLySXQ9LQNmaNTIzrww25Ro,"Toya Aoyagi, Len Kagamine (Vivid BAD SQUAD), Akito Shinonome, An Shiraishi, Kohane Azusawa",Vivid BAD SQUAD,Flat - Poster,false,Animate,"""Beat Eater / Awake Now"" [First Press]",,,1,cd-benefit,,toya-aoyagi len-kagamine virtual-singer len-kagamine-vivid-bad-squad akito-shinonome an-shiraishi kohane-azusawa vivid-bad-squad vbs viviba animate flat poster,"#EE1166"
1077,https://mementoserver-hrd.appspot.com/blob/get?uid=6568370191728640&lib=base64I0N0VVZQeTdkeW55eWI%2BRmNTdFA%3D,Toya Aoyagi,Vivid BAD SQUAD,Badge - Can (Benefit),false,Animate,"""Beat Eater / Awake Now"" [First Press]",,,1,cd-benefit,,toya-aoyagi vivid-bad-squad vbs viviba animate can badge button pin can-badge can-button can-pin cd-extra cd-benefit,"#0077DD"
1078,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94QHfHlVW6SrYJJvaZVdXZYVGA0GEKJTsFLpsm0CK8O7uWzbPBT8ideP3Q-1JA_mktuXsjQttZ0R3yu06dsVgy1aKKkj_kTfXz_g8P0To6VUmvNGprkUxUs5DhEfYGrgXFygH-YPBkGRPMJLbe8-9EpAEwUNCKHQcYh_3Zn6sMlwR-cFjiZ-GgnEEBl4AB6kydbKozG,"Ichika Hoshino, Shiho Hinomori, Honami Mochizuki, Miku Hatsune (Leo/need), Saki Tenma",Leo/need,Flat - Poster,false,"Gamers, Animate","""From Tokyo / Pulse of the Meteor"" [First Press]",,,1,cd-benefit,"https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95ZitJSYSE3eAKFRvCOICo8k4mGJL_ntOT6fsNXRFaQ7QwHvkC6ZR26CUVO024hlGtqHMnF24V9C8NRCjMo3P-x1PYv9vhIM7j0gu3tGnIU-yYDAClpS6yytfMwX8mQyz7z41HQeJHUV-HOXL_2Rm-CBaBvkXgnPHJtn1RLU4fXJ6r1TUtgF8UafYKbhJ1cArJp8Yoq,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95ok4FBsriXYm-ZJzS20VnPu4ZJy33PM3QosfgJ5dabDybPNeZrD3mMmcAyGqN2HwH0sQyrkMoiH1J5PhmUzV6luIFK8hhWN-KS6utEUghEFWTb_8YUzCIRZotQpbm7DmEpHtNIIYf7VPk-Y5Axh4vDx_w6QD5yDuh3eqbFOluIuPHQ6eEO_FoMA-dh3pdymOXxnO-y,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95RvT8AY4iocuBsnVLtVla1j37_CijQcpQ1q3aIVqr_z0BHkfnAB_PDbC6hmMspHqJQoeZO8U_Ns2XytaXX64qKazBBMeN9ZRw3S7BbV7tXNzDXJpsh-IOIgUTaYxFq53N8e5G6orzlgES-2zNj8j_BcgfgxiRRD7YrHnzsONvrUYs3WbLU1SK8JaZr2zNpDKCeXytR",ichika-hoshino shiho-hinomori honami-mochizuki miku-hatsune virtual-singer miku-hatsune-leo-need saki-tenma leo-need leoni gamers animate flat poster,"#4455DD"
1079,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97_Aotk-88iL0VPTRUcnd_beUgGPTdFwzm95ysF3AD3MOnivppmTh4brYrUK2LypHZvaloZWZ_XY737Z4agAsZhjod0dUZET4Uay0PQfArKDmbtfOPdMxLRliXdGhGGn-MP3wJ8dlRPM4zVD0vl8rpD6a4jsggaP3ZTt1fpxdYHg-9yXXeSAEwa9fr29Ws39cJHlfTg,Miku Hatsune (Leo/need),Leo/need,Trading Cards - CD Extra,false,"Gamers, Animate","""From Tokyo / Pulse of the Meteor"" [First Press]",,,1,cd-extra,"https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96yLmpNJPX3ULfc91rmszcsLnE1UUfBC6zfhr2uPne9_VcefSRXDCLarZbbcXahxXHQ7Aq5IiFyqi8VLxbyauEY1Qeah9Vz_fwrNwT3vBcyuBd-njs7wObP8fiFPIGq_SSFFToqXpkl8y2OXRY6YjE9Yzlh47dV8pskyNfPVqt4OcJVTdFXearZCKfbq4k1IZbX2gKM,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97HscWeUwR-42NIKinCfJBkuGokjB0Hf-7HsOTHNPSzup-01-24QtnYy_FhXq2-Ir5wB9l5097n6_wJHspz5Wy8Ihb2DMIZoLOjpKP4VTgO_gZgW58bHzFOxgmLHBrLZZDUqh9t1kaBiTy0tmUYh_6U9cbF8T1LpHfdVDrPyMGalD3cLEqu3YiJvWplIRIenv7m2ymg,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95bU62BWTBA-oBVqiZ_9MfXZEAczFfDhRLKuR2u8NS8L7kjZiqNBi2tAl4iCNQ6CXuW-cgUJeaPoyeMt70dURtuFtoaS21wmY-FsWLSUGffPzyD__zKVEfK6fSFdpRPSVrQRaj9e2LhA6ozw2XcPERugOL54cZJncvZHUj7MQD0ZKjBUXWCaeNJce79L0TLpuh38eKE",miku-hatsune virtual-singer miku-hatsune-leo-need leo-need leoni gamers animate tcg cards trading-cards cd-extra,"#33CCBA"
1080,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94YxGJ7q6lsQqbBEHpciFqHxLrK-3y51IgZ5Pf10zfSBFRIDGiWNVvzJgQpOMFfWiFPbRKTBN_Ft5HRaOs5I7yEIPbvxPmTRKN7kohMU8GKUWG-lvU3K3B-y6u5su0h-MHISOPjyLpE095Trmt1lvjtw5dCzAwKmWUKh2nMra90Q3KB02n4BgdLcEUdpibIZTjKRyzy,"Ichika Hoshino, Shiho Hinomori, Honami Mochizuki, Miku Hatsune (Leo/need), Saki Tenma",Leo/need,Trading Cards - Weiss Schwarz,false,"Gamers, Animate","""From Tokyo / Pulse of the Meteor"" [First Press]",,,1,cd-benefit,"https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94_KmicE-7Ym0bX7fyWAzRi2bXJhtto1wtxKdVS3zkcYmbk73QyS54MZdBtDDpu51vmhhNpkzV1JwkX1qr6PDWlROiG2BOLfhq5xitryhAPMdl1mprJNBfYENQidmqTI1X5Ng0DGVemG3dE8iLoAE0MiBtvmSB2QBNy0p8uYTrZ7wtsbY7S11ELw9Jg1rlTv6Hl-UqZ,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96i--F9J089nMbWD1AzubhR5RtNjbYYGvAmY2237phz2r9qc-sziPOl5nrtWhM0b0w6Vs5Huokr2ahI-3EcqJaAd2uCBiTEzlLIdA-RNM1p1i1sKcomyHkVNsk-ZNSVfggSyRruljitYtnkjNJ6W3ltB7LZkEmdigq0N4O3lunNliOayWnNEJPsIBMSNbFTWGtpBI3F,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96gZ8oDeNBKs6MvMgkAQMGcLyAtrlM1z2BQpqUs6Q6jF_0jdd6Iio5puJAEcEYfYdeKzRQhu5m6NAPTvol9uI68KRjj4nhdJyaF87qlUqJ_x4w4qOsIyg02yiMscYncS143QVHwxZ_w0y1FNHeg5ugr7qcHgYwB4wDWQu-ylcJ01c3BOEDNrf3lCwOnMiLZkoIgXAaB",ichika-hoshino shiho-hinomori honami-mochizuki miku-hatsune virtual-singer miku-hatsune-leo-need saki-tenma leo-need leoni gamers animate tcg cards weiss weiss-schwarz trading-cards,"#4455DD"
1081,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95EMm7wCMdNOI5OFyg65YKtnGtfUwxdy038Ka3i_etRf46rhycmLbHEeGVD24CW0cdDt2EQ-DXBaXQ9R3543BpFFFc3-EYWP-FAOjVR-HC3PeJOdRmIhGY36tEGcGECfrcCQaIpM_bZ6ZVGbExaI2BZ8HRGXaE8Aw9SOMRsoy8ClxRug_XlKGBTFNsE9cOPG-TTUa_0,Saki Tenma,Leo/need,Trading Cards - CD Extra,false,"Gamers, Animate","""From Tokyo / Pulse of the Meteor"" [First Press]",,,1,cd-extra,"https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv9504ex4JZxH-sNtgdyb_C9nOVr11TcWT_Ub5HATX8dYDi2Zx7FqoYnaQwkgPIYoN47MuyQy2Vqut4Rhx8qGTPlwr9ixdwrW8T-vQ8ovE0huAytGJahtU93oNEdaVfVZCESoCbqGADxKuUMdU9CCIWPAmH3WhSMsYbDNtss_LeycT74PXSHfQeS3vLwBLdKc2rhQJoav,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94mBgrZ0t7AuP-ti3EzuJ9nIv2nn0kMGHW3ii7tqZD57BIpTPZk0qAxBm-InTzGE-KzbNxuEcDSOcjcSrp6W0nL7fsEYTTfVEKfVDWSpHNJSChu3VSJW5dezeiSWMa26ZHzYv1ku6iB872jjTA7OAu1p0gW5D25N5X_rqc3jrEQcHcvEsxIUXZcRU1EFgdvUheXIM-S,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96ttNucJLbEuJgi7q3-B-2RKYr1mKfC24CSPanAbObsS_mDwDfBsUNDt93GDHLjWZcBrPRJ9UayVRDF5QMsz0boOuCGTTcAQDbvC82zQOyHsOGnky4OJbdzvHIT1GpCMRdsqfjUY3bUxKowbrPbdzKJqmiWTg28cQ5Xv11fhm_CyEv-14iJczjJduGcoTvF3dAzkCQK",saki-tenma leo-need leoni gamers animate tcg cards trading-cards cd-extra,"#FFDD45"
1082,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97uHZ2LCk81vC3Rzs-boQ-UG46Uq7MMSDTC2LGnPpAkcAzmp-j9Dn_6na5B00PzjN-FNiserEGM0y78JRgGJD1Kd88YNyIUfL-qsaEyw7A7cY8me1MToJhGvXHSvCBATRVlHNyYqDxPwFcuVe2PY-VzWjZwjdYubwA-tPwkxRP8dc-aMfZuwZPkhz_hz4sG6xcUEgcM,Shiho Hinomori,Leo/need,Badge - Can (Benefit),false,"Gamers, Animate","""From Tokyo / Pulse of the Meteor"" [First Press]",,,1,cd-benefit,"https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94sSq_SIjHQdwSpqeAV-RtDM1tkk_x1nDwGchueK8q6eEQ_5f7UvzcTJ5HOt4F_aRkOjBt_LrYcyP2s9oSTIO8t9zFk9smgWHDElRvBL3vl6aVQ820Q3u9xa9zcJce57GvrCcVO5U9ITSMLDN6JXNS8JTPu4x9u4Zcx93wYmV2tiVri_590Y6-kPFVgGS8HBcaE2Joh,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97nxB9MbEehKm9m6b_FOHleXduGBYA-YdNKZzVuvHoaoGvJiziFKIzlTlsdszAINw5A8cIE32Y8OZWkcECrpwcBpTEJIknymMzLoEHMlCixeivJEmDO8zz3fT8eytMEv8IrZOUC5YVZtbHRL6qifD3hxqgx0OkmEUpx7j6akAqtxtWM8IkdtDvAVTwHnpepdE3PmOaI,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95CiKxXWxE61JrQRe_uh8e5Eic1MyyE1JBCBiv-qydH8RZqio7slgMDXqqMLwIs0jtXNUwmNmTtTPsm2-VxEh3ZEbBv_iiLQ5_9TQf3vE9Uaftkwggy1P-AAhTDZ0Yx6kkuiNq3uVgMPlafMRh2bMTR2IKlG8hyMqeRcJTuxOuUnY35QAnsSCYY84yF0yd3lHT0eZ8q",shiho-hinomori leo-need leoni gamers animate can badge button pin can-badge can-button can-pin cd-extra cd-benefit,"#BBDE22"
1083,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv956OD9vP5FD7pWxzFe8jScr_f1gEHe4dxq4MVc2CDQwUYpEdJ6c65_KWHYeFNKPHVgCMmrOL2U6UgHO_VKHv-bFb-qLBD3-NB4mNVugznf7aRFL5SWfTcw080NLajpsoW3iqIUWA4_emuAYcbLbWyJKg3u6EZwPdTKzCmmlzdaUrErIS3DMvhAH21CdTi-UdW00Z7K1,Ichika Hoshino,Leo/need,Badge - Can (Benefit),false,"Gamers, Animate","""From Tokyo / Pulse of the Meteor"" [First Press]",,,1,cd-benefit,"https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv964T73ZmU10HiMBTuqaj8RPDtTU23r91RhmNgjXk0eDyttk0AIFUFbymvmGGMxCYjiWbhUmxhXy-vDoT7XsrBOhtdRW7iD5fCUmaQnQXHDBfuTurMMGwwIaLNU6LIBMIL5EbL6px3ox_z0mXSO-sGaLC_mDfud6Ru4ETxvp7f-JVaZiWJjEnf3cgrLV3UPVFff5NQoE,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95NYI2w_CchOI2JUaVuFP6gtDKr93TgWU2kKdnQ6VBGazTOkis4LxVJAwfFw0nTfk-G5OaY1dRL0zuHe1puULyvDtcvzQSlz2ikYF6yICCCIgbegpnCnvHxxtn6FwRlb1ApPkgNRqDHQ4tQ2aqfVUIMYSD0KlO3QHN3EhS715DOVoFkT9HENz8KaGT1L3sR7Nn2EPhj,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94keolnHiQuSg4u4yVJKPCYoeKItQx-OU7u_JocV1M_Mx7Nnj-lJ6gzP5hOPsUmz1T2dIpj9n9D5dE-fl7193AM3A6pbgBPF4CBJhHrwRL562SKGlWD4VCLF7eUAqVeTUek3LLCKi4MWMtaRZKA23D8SdcjOoJ9XHmz6G_sHvP48svI8X395v1K2bAaqVi4oEl_rzJD",ichika-hoshino leo-need leoni gamers animate can badge button pin can-badge can-button can-pin cd-extra cd-benefit,"#33AAEE"
1084,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97f_Thfu1YA8frrhUmpxcx4Dzx4lasbBRtSfb4k87Pr8-fvAJObt-_vdasSmub0Xc5S_biT235VTNCx_lFiUfx23uOb9zltPxPwN8XfmnM1py5CYbqdIuCrdAMzNpeypfRHGSgesMzyGobFJtxCN4lPMG_FB6m1gW0hDcswqtw7We60TYQTnbEM1GzY21DvfbdIv41M,MEIKO (Nightcord at 25:00),Nightcord at 25:00,Misc - Noble Art,false,Animate,"""Secret Distance""",,,1,,,meiko virtual-singer meiko-nightcord-at-25 nightcord-at-25 nightcord niigo animate misc acrylic noble-art,"#DE4444"
1085,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96ycoSA3SQYdxy5g1D467KKqrhnVXZv4bx1wIwDGPLSaqt2qskxGvzn0KmYJp3efbB_tdPLOsyZinrIBe9mIJY6yf3qxPfUHLaMOHEC1n-vkG0Aq1u2Rj9c4rBokeHmfOdfcv1uOPUuKnQ_uxQTrm505C5yDZqm2vF-J87FbL6sxWWx1udceSqwg86pHMY20N2BCsDF,Shiho Hinomori,Leo/need,Misc - Noble Art,false,Animate,"""Resonating with you""",,,1,,,shiho-hinomori leo-need leoni animate misc acrylic noble-art,"#BBDE22"
1086,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95UGibP1WJBmdOIOGpOlfRPDNAY090Tc5j-95d09Y2sc1CLMi2t9_BhXtE-Akj1eklQBCaITGX318NahUE18Y4ny5tSoYBRNqgUUBiQ-VJF6J59LJCJjHTX_Ur48VKigf6YhV3kFvgmJrUL0qmj21Yre66BudyYsaaZx7ue3yRyzmyu34n54yJf2JRj0wuThAWiUjCB,Kanade Yoisaki,Nightcord at 25:00,Badge - Can (Glitter),false,Rakuten,,,,1,,,kanade-yoisaki nightcord-at-25 nightcord niigo rakuten can badge button pin can-badge can-button can-pin glitter glitter-badge,"#BB6588"
1087,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96YgAYJcd8uI4dfqp0zUy0SHPb6HhcC2PHO6IGcLDdfGBz1CLhrcx18Oz-WKbZYuAYX-sOaFkpW-Zszm35I21dPbrDUqvVBqTsWf19KglPCzi76UYgAjl4nlFqIVURmRVOByhQ44enR0ko_eWGPfvEs_tu3aPF4ZCjkmG7As6Knf95smk3UeOcKXzwF3NHvjLTaVhtD,Ena Shinonome,Nightcord at 25:00,Badge - Can (Glitter),false,Rakuten,,,,1,,,ena-shinonome nightcord-at-25 nightcord niigo rakuten can badge button pin can-badge can-button can-pin glitter glitter-badge,"#CCAA87"
1088,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97ivWsk3xmOlIOfocLXVXPNVQVkfuEom5Nw3otjI84LlDyQs1eIV_4eL2sTnqox0vSoEIUPqdaeEogFFMXgaqXCkoKrcRCamLN-Z_eatUGHz_grJEt6YnB5o0Pmwfi0OcQ9heeUUJRo2-zHl8ZCTFrk4eiKZfjMuZRhoK_4ERV644Zm1UorZzCC6EavUJIc_bmQlqsw,Mizuki Akiyama,Nightcord at 25:00,Badge - Can (Glitter),false,Rakuten,,,,1,,,mizuki-akiyama nightcord-at-25 nightcord niigo rakuten can badge button pin can-badge can-button can-pin glitter glitter-badge,"#E4A8CA"
1089,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94xpbaLuvcFG9MNsBfcD3_Bv2UWRF6512bce7mSCERunDbTvIlFfJ__UlugiSnqRYQ_eOduBqSdnt6ghOqAo8wQ-RKj4WWEKEjH-PXtjLXKDmzs0rW_KPTLFdp0yDL9u2gPDPhmJly6tpuvCJhvYBS-5iaSU0BBPSshhpZ_latcpxNwU6cmeoBTlxfqUi3q_fGwFTjG,Miku Hatsune (Nightcord at 25:00),Nightcord at 25:00,Badge - Can (Glitter),false,Rakuten,,,,1,,,miku-hatsune virtual-singer miku-hatsune-nightcord-at-25 nightcord-at-25 nightcord niigo rakuten can badge button pin can-badge can-button can-pin glitter glitter-badge,"#33CCBA"
1090,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95JhNCtusmaeRjYrG36fvnt1X2VjqKSxZpswa1cry09PnZfgUPR4pqcvtQxDUvQC5uzfrARvmgR7d4q1P8oyL5uEpOw97ZXXQe0_eDgPTGnZAclBHQv_XEPvvS-LrDqZCXl6etokDQ7lQ9Sp4DWcZhPKW6NHnBorBH0i8HGdaml4sI40Jqg_QDhwSB5_8t7w1ziRrqd,Luka Megurine (Leo/need),Leo/need,Badge - Can (Glitter),false,Rakuten,,,,1,,,luka-megurine virtual-singer luka-megurine-leo-need leo-need leoni rakuten can badge button pin can-badge can-button can-pin glitter glitter-badge,"#FFBACC"
1091,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96j3J1FUav62xGeZAkSqXekBKqVB_vlpo_McmJwpUr8ZUrUzwKbhUgipC8qK-nmyKOAQXsHg3QU6mkInlbgIUp5SDru0UbQuSrqP3sRgq_cOUkbrRhRPeqwC9uyja-Jy_aqnHMBAuSGdm-9Ys4HbIq_j1a3Owx2WTSgXqVFMl8J36AzPic-zh1wuMdXvlo3KUjr4pJj,MEIKO (Vivid BAD SQUAD),Vivid BAD SQUAD,Badge - Can (Glitter),false,Rakuten,,,,1,,,meiko virtual-singer meiko-vivid-bad-squad vivid-bad-squad vbs viviba rakuten can badge button pin can-badge can-button can-pin glitter glitter-badge,"#DE4444"
1092,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97nPekoWL7bJB_JosW4Q2Y7Sdsoh3ER2Mth23C1fWHTcIT3Q8UHi4vNoQCOYI7L-03dStrir2YAaA3HJH2jpzF5gefxO0uIDE_jtw8wTrCueoKSY3-NRk5fVC6dc4vEaHYNuRYORZXGpKE6Hj3VjxP6HKVbNjIa-Vn2PwACD6AxbKYCcaF3OB18L21RDZA6BZv39OG2,Emu Otori,Wonderlands×Showtime,Badge - Can (Glitter),false,Colorful Palette,"""Mermaid Admiration"" [Colorful Palette exclusive]",,,1,,,emu-otori wonderlands-x-showtime wxs wandasho colorful-palette can badge button pin can-badge can-button can-pin glitter glitter-badge,"#FF66BC"
1093,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94lwh_VQQfgQTUUQ29B-CZ5wPJrju7sXp7xp-Yy5Wa7DcvnTVbl65VzHpOziDedShsSiRWUZoSFzjIThCQP3Ln9M74i1TcXDzxZOzQn_8eQ9Y0RPgxyzwvTFG_CmZXQeCUIglEvNA5GjxmhmJ2tYV6yOPIX4r_iVZwXHVHZPdaUfhnf3zZx9Uk7GX69wyrw1KgGulX5,Saki Tenma,Leo/need,Badge - Can (Glitter),false,Colorful Palette,"""A Bright Future!!"" [Colorful Palette exclusive]",,,1,,,saki-tenma leo-need leoni colorful-palette can badge button pin can-badge can-button can-pin glitter glitter-badge,"#FFDD45"
1094,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96ZqTzSQWFjzw9eTCOvOv8ST2aDU6cQC8SMeGrGo_wImln4GZKnIAkU3Dbdna-rlK618F4apD8DOosAmqs4LBbrpPNZaFsbrEHwFGMljUwkbKQDY7eF3W0ZJ51sJo_wrmXgBw125ZqEb_IkKtksRkbHaDFJSLReawHCj3mdBieT26xe9gLUQilVZTdke2KsKLD1CD3x,"Nene Kusanagi, Rui Kamishiro, Luka Megurine (Wonderlands×Showtime), KAITO (Wonderlands×Showtime), Shiho Hinomori, Shizuku Hinomori, Miku Hatsune (Leo/need), MEIKO (MORE MORE JUMP!), Emu Otori","Wonderlands×Showtime, Leo/need, MORE MORE JUMP!",Badge - Can (Glitter),false,Colorful Palette,"""Mermaid Admiration""",,,1,,,nene-kusanagi rui-kamishiro luka-megurine virtual-singer luka-megurine-wonderlands-x-showtime kaito kaito-wonderlands-x-showtime shiho-hinomori shizuku-hinomori miku-hatsune miku-hatsune-leo-need meiko meiko-more-more-jump emu-otori wonderlands-x-showtime wxs wandasho leo-need leoni more-more-jump mmj momojan colorful-palette can badge button pin can-badge can-button can-pin glitter glitter-badge,"#6CCB20"
1095,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94GB95IZCSnqVXbm5sz2QRF06jUywYeTvviSGvjDWPPbAlyT3A6EGUrEtL6gQHjCLZK4u_OBQBJuY8ojcoZ0bF_QqCTLZwn6o4nQjYKlTvhXL9IqzKsPzGPK3BoJR_jlQEvo6VuVP9jnbM75l8C6I7cbm_vy3UNTu-4psqSlQCr8V7HSFGv7vl_lZRv6dHCnPAWWY-g,Luka Megurine (Wonderlands×Showtime),Wonderlands×Showtime,Badge - Can (Glitter),false,Animate,"""Mermaid Admiration""",,,1,,,luka-megurine virtual-singer luka-megurine-wonderlands-x-showtime wonderlands-x-showtime wxs wandasho animate can badge button pin can-badge can-button can-pin glitter glitter-badge,"#FFBACC"
1096,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94zbPMVfWgwnMOIKL_4nM1f4aAHnhNqrbbvH1RBjm-JfMX0RK6xE_1OBbvbYxmu7Zs1HQd2cbw_EuhdkgNBe9lZ7ME7Oy1zwyE1_DEJTTHDCWLvmZ5zZemLSVqDIUMC7ttY0Rwm9EJauDg0w3ANwhiQ1AEkQJ4QGdjwKq2O9vgrNVJm_L_ivl8MFQ8gQtdvxYsnm5Q6,Nene Kusanagi,Wonderlands×Showtime,Badge - Can (Glitter),false,Discord,"""Mermaid Admiration""",,,2,,,nene-kusanagi wonderlands-x-showtime wxs wandasho discord can badge button pin can-badge can-button can-pin glitter glitter-badge,"#34DD9A"
