objectid,Thumbnail,Character,Band,Merch Type,Title,Collab,Preorder,Purchased From,Quantity,Tags,Pictures,Auto-Tags,Color
2180,https://mementoserver-hrd.appspot.com/blob/get?uid=5255112065810432&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,LAYER,RAISE A SUILEN,Badge - Can,,WEGO 2022,false,WEGO,1,wego,,layer rei-wakana vocalist bassist raise-a-suilen ras wego wego-2022 can badge button pin can-badge can-button can-pin,"#CC0000"
2181,https://mementoserver-hrd.appspot.com/blob/get?uid=4831713453146112&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tsukushi Futaba,Morfonica,Badge - Can,,WEGO 2022,false,WEGO,1,wego,,tsukushi-futaba drummer morfonica monica wego wego-2022 can badge button pin can-badge can-button can-pin,"#EE7788"
2182,https://mementoserver-hrd.appspot.com/blob/get?uid=6527556525228032&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,MASKING,RAISE A SUILEN,Badge - Can,,WEGO 2022,false,WEGO,1,wego,,masking masuki-satou drummer raise-a-suilen ras wego wego-2022 can badge button pin can-badge can-button can-pin,"#EEBB44"
2183,https://mementoserver-hrd.appspot.com/blob/get?uid=5438547971538944&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Toko Kirigaya,Morfonica,Badge - Can,,WEGO 2022,false,WEGO,1,wego,,toko-kirigaya guitarist morfonica monica wego wego-2022 can badge button pin can-badge can-button can-pin,"#EE6666"
2184,https://mementoserver-hrd.appspot.com/blob/get?uid=5332167874314240&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Mashiro Kurata,Morfonica,Badge - Can,,WEGO 2022,false,WEGO,1,wego,,mashiro-kurata vocalist morfonica monica wego wego-2022 can badge button pin can-badge can-button can-pin,"#6677CC"
2185,https://mementoserver-hrd.appspot.com/blob/get?uid=6636816199843840&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,LOCK,RAISE A SUILEN,Badge - Can,,WEGO 2022,false,WEGO,1,wego,,lock rokka-asahi guitarist raise-a-suilen ras wego wego-2022 can badge button pin can-badge can-button can-pin,"#AAEE22"
2186,https://mementoserver-hrd.appspot.com/blob/get?uid=6595369295675392&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,MASKING,RAISE A SUILEN,Badge - Can (Hologram),,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,masking masuki-satou drummer raise-a-suilen ras bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 can badge button pin can-badge can-button can-pin hologram hologram-badge,"#EEBB44"
2187,https://mementoserver-hrd.appspot.com/blob/get?uid=5489389648478208&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Sayo Hikawa,Roselia,Badge - Can (Hologram),,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,sayo-hikawa guitarist roselia bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 can badge button pin can-badge can-button can-pin hologram hologram-badge,"#00AABB"
2188,https://mementoserver-hrd.appspot.com/blob/get?uid=6393598642749440&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tomoe Udagawa,Afterglow,Badge - Can (Hologram),,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,tomoe-udagawa drummer afterglow bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 can badge button pin can-badge can-button can-pin hologram hologram-badge,"#BB0033"
2189,https://mementoserver-hrd.appspot.com/blob/get?uid=4596122618691584&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Aya Maruyama,Pastel*Palettes,Badge - Can (Hologram),,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,aya-maruyama vocalist pastel-palettes pasupare bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 can badge button pin can-badge can-button can-pin hologram hologram-badge,"#FF88BB"
2190,https://mementoserver-hrd.appspot.com/blob/get?uid=5214762527358976&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Arisa Ichigaya,Poppin'Party,Badge - Can (Hologram),,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,arisa-ichigaya keyboardist poppin-party popipa bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 can badge button pin can-badge can-button can-pin hologram hologram-badge,"#AA66DD"
2191,https://mementoserver-hrd.appspot.com/blob/get?uid=4986223759196160&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Toko Kirigaya,Morfonica,Badge - Can (Hologram),,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,toko-kirigaya guitarist morfonica monica bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 can badge button pin can-badge can-button can-pin hologram hologram-badge,"#EE6666"
2192,https://mementoserver-hrd.appspot.com/blob/get?uid=5613241875562496&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Kokoro Tsurumaki, Kaoru Seta, Hagumi Kitazawa, Kanon Matsubara, Misaki Okusawa","Hello, Happy World!",Flat - Bag,,,false,,1,,,kokoro-tsurumaki vocalist kaoru-seta guitarist hagumi-kitazawa bassist kanon-matsubara drummer misaki-okusawa dj hello-happy-world hhw harohapi flat bag,"#FFDD00"
2193,https://mementoserver-hrd.appspot.com/blob/get?uid=6121266176589824&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Yukina Minato, Sayo Hikawa, Lisa Imai, Ako Udagawa, Rinko Shirokane",Roselia,Flat - Bag,,,false,,1,,,yukina-minato vocalist sayo-hikawa guitarist lisa-imai bassist ako-udagawa drummer rinko-shirokane keyboardist roselia flat bag,"#3344AA"
2194,https://mementoserver-hrd.appspot.com/blob/get?uid=6346678072770560&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Kasumi Toyama, Tae Hanazono, Rimi Ushigome, Saya Yamabuki, Arisa Ichigaya",Poppin'Party,Flat - Bag,,,false,,1,,,kasumi-toyama vocalist tae-hanazono guitarist rimi-ushigome bassist saya-yamabuki drummer arisa-ichigaya keyboardist poppin-party popipa flat bag,"#FF3377"
2195,https://mementoserver-hrd.appspot.com/blob/get?uid=5331287874207744&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Aya Maruyama, Hina Hikawa, Chisato Shirasagi, Maya Yamato, Eve Wakamiya",Pastel*Palettes,Flat - Bag,,,false,,1,,,aya-maruyama vocalist hina-hikawa guitarist chisato-shirasagi bassist maya-yamato drummer eve-wakamiya keyboardist pastel-palettes pasupare flat bag,"#33DDAA"
2196,https://mementoserver-hrd.appspot.com/blob/get?uid=6263445834432512&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Ran Mitake, Moca Aoba, Himari Uehara, Tomoe Udagawa, Tsugumi Hazawa",Afterglow,Flat - Bag,,,false,,1,,,ran-mitake vocalist moca-aoba guitarist himari-uehara bassist tomoe-udagawa drummer tsugumi-hazawa keyboardist afterglow flat bag,"#E53344"
2197,https://mementoserver-hrd.appspot.com/blob/get?uid=6601359231549440&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Kokoro Tsurumaki, Kaoru Seta, Hagumi Kitazawa, Kanon Matsubara, Misaki Okusawa","Hello, Happy World!",Flat - Furoshiki,,,false,,1,,,kokoro-tsurumaki vocalist kaoru-seta guitarist hagumi-kitazawa bassist kanon-matsubara drummer misaki-okusawa dj hello-happy-world hhw harohapi flat furoshiki wrapping-cloth cloth,"#FFDD00"
2198,https://mementoserver-hrd.appspot.com/blob/get?uid=5969744293789696&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Aya Maruyama, Hina Hikawa, Chisato Shirasagi, Maya Yamato, Eve Wakamiya",Pastel*Palettes,Flat - Furoshiki,,,false,,1,,,aya-maruyama vocalist hina-hikawa guitarist chisato-shirasagi bassist maya-yamato drummer eve-wakamiya keyboardist pastel-palettes pasupare flat furoshiki wrapping-cloth cloth,"#33DDAA"
2199,https://mementoserver-hrd.appspot.com/blob/get?uid=5017982628003840&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Ran Mitake, Moca Aoba, Himari Uehara, Tomoe Udagawa, Tsugumi Hazawa",Afterglow,Flat - Furoshiki,,,false,,1,,,ran-mitake vocalist moca-aoba guitarist himari-uehara bassist tomoe-udagawa drummer tsugumi-hazawa keyboardist afterglow flat furoshiki wrapping-cloth cloth,"#E53344"
2200,https://mementoserver-hrd.appspot.com/blob/get?uid=4554434391048192&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Kasumi Toyama, Tae Hanazono, Rimi Ushigome, Saya Yamabuki, Arisa Ichigaya",Poppin'Party,Flat - Furoshiki,,,false,,1,,,kasumi-toyama vocalist tae-hanazono guitarist rimi-ushigome bassist saya-yamabuki drummer arisa-ichigaya keyboardist poppin-party popipa flat furoshiki wrapping-cloth cloth,"#FF3377"
2201,https://mementoserver-hrd.appspot.com/blob/get?uid=4950879736692736&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Yukina Minato, Sayo Hikawa, Lisa Imai, Ako Udagawa, Rinko Shirokane",Roselia,Flat - Furoshiki,,,false,,1,,,yukina-minato vocalist sayo-hikawa guitarist lisa-imai bassist ako-udagawa drummer rinko-shirokane keyboardist roselia flat furoshiki wrapping-cloth cloth,"#3344AA"
2202,https://mementoserver-hrd.appspot.com/blob/get?uid=5897671789772800&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,LAYER,RAISE A SUILEN,Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,layer rei-wakana vocalist bassist raise-a-suilen ras bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#CC0000"
2203,https://mementoserver-hrd.appspot.com/blob/get?uid=5049812897497088&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Hagumi Kitazawa,"Hello, Happy World!",Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,hagumi-kitazawa bassist hello-happy-world hhw harohapi bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#FF9922"
2204,https://mementoserver-hrd.appspot.com/blob/get?uid=4513730247786496&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,MASKING,RAISE A SUILEN,Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,masking masuki-satou drummer raise-a-suilen ras bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#EEBB44"
2205,https://mementoserver-hrd.appspot.com/blob/get?uid=5117384344469504&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,PAREO,RAISE A SUILEN,Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,pareo reona-nyubara keyboardist raise-a-suilen ras bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#FF99BB"
2206,https://mementoserver-hrd.appspot.com/blob/get?uid=6408127040716800&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Toko Kirigaya,Morfonica,Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,toko-kirigaya guitarist morfonica monica bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#EE6666"
2207,https://mementoserver-hrd.appspot.com/blob/get?uid=5422623844990976&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Nanami Hiromachi,Morfonica,Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,nanami-hiromachi bassist morfonica monica bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#EE7744"
2208,https://mementoserver-hrd.appspot.com/blob/get?uid=5615181590167552&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Kanon Matsubara,"Hello, Happy World!",Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,kanon-matsubara drummer hello-happy-world hhw harohapi bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#44DDFF"
2209,https://mementoserver-hrd.appspot.com/blob/get?uid=5220653544767488&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tsukushi Futaba,Morfonica,Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,tsukushi-futaba drummer morfonica monica bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#EE7788"
2210,https://mementoserver-hrd.appspot.com/blob/get?uid=6247788529582080&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Yukina Minato,Roselia,Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,yukina-minato vocalist roselia bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#881188"
2211,https://mementoserver-hrd.appspot.com/blob/get?uid=5117834173612032&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Kokoro Tsurumaki,"Hello, Happy World!",Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,kokoro-tsurumaki vocalist hello-happy-world hhw harohapi bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#FFEE22"
2212,https://mementoserver-hrd.appspot.com/blob/get?uid=5870628393975808&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,CHU²,RAISE A SUILEN,Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,chuchu chiyu-tamade dj raise-a-suilen ras bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#00BBFF"
2213,https://mementoserver-hrd.appspot.com/blob/get?uid=5511185667981312&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Misaki Okusawa,"Hello, Happy World!",Keychain - Acrylic,Trading Star Keychain vol.1 sideB,,false,Bushiroad JP,1,,,misaki-okusawa dj hello-happy-world hhw harohapi bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#006699"
2214,https://mementoserver-hrd.appspot.com/blob/get?uid=5806048997277696&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Ran Mitake,Afterglow,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,ran-mitake vocalist afterglow bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#EE0022"
2215,https://mementoserver-hrd.appspot.com/blob/get?uid=4865391029911552&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Lisa Imai,Roselia,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,lisa-imai bassist roselia bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#DD2200"
2216,https://mementoserver-hrd.appspot.com/blob/get?uid=5199437344276480&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tae Hanazono,Poppin'Party,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,tae-hanazono guitarist poppin-party popipa bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#0077DD"
2217,https://mementoserver-hrd.appspot.com/blob/get?uid=6425709967310848&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Himari Uehara,Afterglow,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,himari-uehara bassist afterglow bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#FF9999"
2218,https://mementoserver-hrd.appspot.com/blob/get?uid=6319804395290624&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Hina Hikawa,Pastel*Palettes,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,hina-hikawa guitarist pastel-palettes pasupare bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#55DDEE"
2219,https://mementoserver-hrd.appspot.com/blob/get?uid=4775117526663168&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,eve-wakamiya keyboardist pastel-palettes pasupare bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#DDBBFF"
2220,https://mementoserver-hrd.appspot.com/blob/get?uid=6365778664751104&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Maya Yamato,Pastel*Palettes,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,maya-yamato drummer pastel-palettes pasupare bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#99DD88"
2221,https://mementoserver-hrd.appspot.com/blob/get?uid=5641569869234176&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Aya Maruyama,Pastel*Palettes,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,aya-maruyama vocalist pastel-palettes pasupare bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#FF88BB"
2222,https://mementoserver-hrd.appspot.com/blob/get?uid=5796325258428416&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tsugumi Hazawa,Afterglow,Keychain - Acrylic,Trading Star Keychain vol.1 sideA,,false,Bushiroad JP,1,,,tsugumi-hazawa keyboardist afterglow bushiroad bushiroad-online bushiroad-jp acrylic keychain acrylic-keychain,"#FFEE88"
2223,https://mementoserver-hrd.appspot.com/blob/get?uid=6578030781136896&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Badge - Can,,,false,,1,sleep,,eve-wakamiya keyboardist pastel-palettes pasupare can badge button pin can-badge can-button can-pin,"#DDBBFF"
2224,https://mementoserver-hrd.appspot.com/blob/get?uid=5245529257148416&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Badge - Can (Glitter),,,false,,1,,,eve-wakamiya keyboardist pastel-palettes pasupare can badge button pin can-badge can-button can-pin glitter glitter-badge,"#DDBBFF"
2225,https://mementoserver-hrd.appspot.com/blob/get?uid=5772414571511808&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Badge - Can,,,false,,1,pico,,eve-wakamiya keyboardist pastel-palettes pasupare can badge button pin can-badge can-button can-pin,"#DDBBFF"
2226,https://mementoserver-hrd.appspot.com/blob/get?uid=6431638899654656&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Badge - Can,,Cafe 2019,false,,1,cafe,,eve-wakamiya keyboardist pastel-palettes pasupare cafe cafe-2019 can badge button pin can-badge can-button can-pin,"#DDBBFF"
2227,https://mementoserver-hrd.appspot.com/blob/get?uid=4678483581075456&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Badge - Can,,,false,,1,star-badge,,eve-wakamiya keyboardist pastel-palettes pasupare can badge button pin can-badge can-button can-pin,"#DDBBFF"
2228,https://mementoserver-hrd.appspot.com/blob/get?uid=5866512808673280&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Badge - Can,,,false,,1,lawson,,eve-wakamiya keyboardist pastel-palettes pasupare can badge button pin can-badge can-button can-pin,"#DDBBFF"
2229,https://mementoserver-hrd.appspot.com/blob/get?uid=6553652748091392&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Badge - Can (Square),,,false,,1,,,eve-wakamiya keyboardist pastel-palettes pasupare can badge button pin can-badge can-button can-pin square square-badge,"#DDBBFF"
2230,https://mementoserver-hrd.appspot.com/blob/get?uid=4782256904732672&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Lisa Imai,Roselia,Badge - Can (Square),,,false,,1,,,lisa-imai bassist roselia can badge button pin can-badge can-button can-pin square square-badge,"#DD2200"
2231,https://mementoserver-hrd.appspot.com/blob/get?uid=5616814415937536&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Eve Wakamiya, Lisa Imai, Aya Maruyama, Himari Uehara","Pastel*Palettes, Roselia, Afterglow",Badge - Can (Square),,,false,,1,,,eve-wakamiya keyboardist lisa-imai bassist aya-maruyama vocalist himari-uehara pastel-palettes pasupare roselia afterglow can badge button pin can-badge can-button can-pin square square-badge,"#3344AA"
2232,https://mementoserver-hrd.appspot.com/blob/get?uid=4893380526473216&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Lisa Imai,Roselia,Badge - Can,,,false,,1,hug,,lisa-imai bassist roselia can badge button pin can-badge can-button can-pin,"#DD2200"
2233,https://mementoserver-hrd.appspot.com/blob/get?uid=4748443432517632&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Kasumi Toyama,Poppin'Party,Badge - Can,,,false,,1,baseball,,kasumi-toyama vocalist poppin-party popipa can badge button pin can-badge can-button can-pin,"#FF5522"
2234,https://mementoserver-hrd.appspot.com/blob/get?uid=5439418375077888&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Ran Mitake, Tsugumi Hazawa, Maya Yamato, Kaoru Seta","Afterglow, Pastel*Palettes, Hello, Happy World!",Badge - Can (Square),,,false,,1,,,ran-mitake vocalist tsugumi-hazawa keyboardist maya-yamato drummer kaoru-seta guitarist afterglow pastel-palettes pasupare hello-happy-world hhw harohapi can badge button pin can-badge can-button can-pin square square-badge,"#33DDAA"
2235,https://mementoserver-hrd.appspot.com/blob/get?uid=5863004625698816&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tae Hanazono,Poppin'Party,Badge - Can,,,false,,1,sleep,,tae-hanazono guitarist poppin-party popipa can badge button pin can-badge can-button can-pin,"#0077DD"
2236,https://mementoserver-hrd.appspot.com/blob/get?uid=4609659885846528&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Misaki Okusawa,"Hello, Happy World!",Badge - Can,,,false,,1,glow,,misaki-okusawa dj hello-happy-world hhw harohapi can badge button pin can-badge can-button can-pin,"#006699"
2237,https://mementoserver-hrd.appspot.com/blob/get?uid=6085858464628736&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Misaki Okusawa,"Hello, Happy World!",Badge - Can,,,false,,1,penguin,,misaki-okusawa dj hello-happy-world hhw harohapi can badge button pin can-badge can-button can-pin,"#006699"
2238,https://mementoserver-hrd.appspot.com/blob/get?uid=6168084742668288&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Ran Mitake,Afterglow,Badge - Can,,,false,,1,hug,,ran-mitake vocalist afterglow can badge button pin can-badge can-button can-pin,"#EE0022"
2239,https://mementoserver-hrd.appspot.com/blob/get?uid=5703647648808960&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Keychain - Rubber,,,false,,1,lawson,,eve-wakamiya keyboardist pastel-palettes pasupare rubber keychain rubber-keychain,"#DDBBFF"
2240,https://mementoserver-hrd.appspot.com/blob/get?uid=6521997698269184&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Keychain - Rubber,,,false,,1,,,eve-wakamiya keyboardist pastel-palettes pasupare rubber keychain rubber-keychain,"#DDBBFF"
2241,https://mementoserver-hrd.appspot.com/blob/get?uid=5315898001326080&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Eve Wakamiya, Aya Maruyama, Hina Hikawa, Chisato Shirasagi, Maya Yamato",Pastel*Palettes,Keychain - Rubber,,,false,,1,,,eve-wakamiya keyboardist aya-maruyama vocalist hina-hikawa guitarist chisato-shirasagi bassist maya-yamato drummer pastel-palettes pasupare rubber keychain rubber-keychain,"#33DDAA"
2242,https://mementoserver-hrd.appspot.com/blob/get?uid=5041794262237184&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Keychain - Other,,,false,,1,,,eve-wakamiya keyboardist pastel-palettes pasupare keychain,"#DDBBFF"
2243,https://mementoserver-hrd.appspot.com/blob/get?uid=4895128645271552&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Keychain - Rubber,,BanG Dream!×Rody,false,,1,rody,,eve-wakamiya keyboardist pastel-palettes pasupare rody rubber keychain rubber-keychain,"#DDBBFF"
2244,https://mementoserver-hrd.appspot.com/blob/get?uid=4713340933242880&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Himari Uehara,Afterglow,Keychain - Rubber,,,false,,1,,,himari-uehara bassist afterglow rubber keychain rubber-keychain,"#FF9999"
2245,https://mementoserver-hrd.appspot.com/blob/get?uid=5839240840085504&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Himari Uehara,Afterglow,Keychain - Rubber,,,false,,1,,,himari-uehara bassist afterglow rubber keychain rubber-keychain,"#FF9999"
2246,https://mementoserver-hrd.appspot.com/blob/get?uid=4879710786420736&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tsugumi Hazawa,Afterglow,Keychain - Rubber,,,false,,1,,,tsugumi-hazawa keyboardist afterglow rubber keychain rubber-keychain,"#FFEE88"
2247,https://mementoserver-hrd.appspot.com/blob/get?uid=6670496326746112&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tomoe Udagawa,Afterglow,Keychain - Rubber,,BanG Dream!×Rody,false,,1,rody,,tomoe-udagawa drummer afterglow rody rubber keychain rubber-keychain,"#BB0033"
